Iso3_code,Country,Region,Subregion,Indicator,Year,VALUE
BRA,Brazil,Americas,Latin America and the Caribbean,Persons convicted,2012,38
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,590
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,379
BRA,Brazil,Americas,Latin America and the Caribbean,Persons convicted,2013,36
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,78
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2014,110
BRA,Brazil,Americas,Latin America and the Caribbean,Persons prosecuted,2014,39
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2015,1228
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,60
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2015,82
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2016,1054
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2016,39
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2016,43
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2017,35
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2017,76
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2017,13
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2018,101
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2018,96
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2018,25
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2019,83
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2019,120
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2019,64
BRA,Brazil,Americas,Latin America and the Caribbean,Detected trafficking victims,2020,19
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2020,134
BRA,Brazil,Americas,Latin America and the Caribbean,Persons brought into formal contact,2020,19
BRA,Brazil,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2021,248
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2010,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2010,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2010,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2010,2
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2011,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2011,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2011,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2011,2
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2012,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2012,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2012,2
BRB,Barbados,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,5
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,10
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2013,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2013,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2013,2
BRB,Barbados,Americas,Latin America and the Caribbean,Detected trafficking victims,2014,2
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2014,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2014,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2014,2
BRB,Barbados,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons brought into formal contact,2015,6
BRB,Barbados,Americas,Latin America and the Caribbean,Persons convicted,2015,2
BRB,Barbados,Americas,Latin America and the Caribbean,Persons prosecuted,2015,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2011,6
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2011,8
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2011,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2011,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2011,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2012,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2012,73
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2012,23
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2012,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2012,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2014,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2014,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2014,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2014,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2015,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2015,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2015,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2015,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2016,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2016,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2016,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2017,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2017,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2017,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2017,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2017,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2018,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2018,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2018,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2018,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2018,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2019,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2019,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2019,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2019,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2019,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Detected trafficking victims,2020,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Offences of trafficking in persons,2020,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons brought into formal contact,2020,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons convicted,2020,2
BRN,Brunei Darussalam,Asia,South-eastern Asia,Persons prosecuted,2020,2
BTN,Bhutan,Asia,Southern Asia,Offences of trafficking in persons,2016,20
BTN,Bhutan,Asia,Southern Asia,Persons prosecuted,2016,2
BTN,Bhutan,Asia,Southern Asia,Detected trafficking victims,2017,2
BTN,Bhutan,Asia,Southern Asia,Offences of trafficking in persons,2017,2
BTN,Bhutan,Asia,Southern Asia,Persons brought into formal contact,2017,2
BTN,Bhutan,Asia,Southern Asia,Persons convicted,2017,2
BTN,Bhutan,Asia,Southern Asia,Persons prosecuted,2017,2
BTN,Bhutan,Asia,Southern Asia,Detected trafficking victims,2018,2
BTN,Bhutan,Asia,Southern Asia,Offences of trafficking in persons,2018,2
BTN,Bhutan,Asia,Southern Asia,Persons brought into formal contact,2018,2
BTN,Bhutan,Asia,Southern Asia,Persons convicted,2018,2
BTN,Bhutan,Asia,Southern Asia,Persons prosecuted,2018,2
BTN,Bhutan,Asia,Southern Asia,Detected trafficking victims,2019,152
BTN,Bhutan,Asia,Southern Asia,Detected trafficking victims,2020,179
BTN,Bhutan,Asia,Southern Asia,Offences of trafficking in persons,2020,2
BTN,Bhutan,Asia,Southern Asia,Persons brought into formal contact,2020,30
BTN,Bhutan,Asia,Southern Asia,Persons convicted,2020,2
BTN,Bhutan,Asia,Southern Asia,Persons prosecuted,2020,2
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2010,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons brought into formal contact,2010,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons convicted,2010,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons prosecuted,2010,2
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2011,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons brought into formal contact,2011,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons convicted,2011,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons prosecuted,2011,2
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons brought into formal contact,2012,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons convicted,2012,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons prosecuted,2012,2
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons brought into formal contact,2013,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons convicted,2013,2
BWA,Botswana,Africa,Sub-Saharan Africa,Persons prosecuted,2013,2
BWA,Botswana,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,9
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,5
BWA,Botswana,Africa,Sub-Saharan Africa,Detected trafficking victims,2018,5
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2018,5
BWA,Botswana,Africa,Sub-Saharan Africa,Detected trafficking victims,2019,17
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2019,7
BWA,Botswana,Africa,Sub-Saharan Africa,Detected trafficking victims,2020,11
BWA,Botswana,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2020,6
CAN,Canada,Americas,Northern America,Detected trafficking victims,2007,9
CAN,Canada,Americas,Northern America,Persons convicted,2007,2
CAN,Canada,Americas,Northern America,Persons prosecuted,2007,2
CAN,Canada,Americas,Northern America,Detected trafficking victims,2008,8
CAN,Canada,Americas,Northern America,Persons convicted,2008,2
CAN,Canada,Americas,Northern America,Persons prosecuted,2008,2
CAN,Canada,Americas,Northern America,Detected trafficking victims,2009,40
CAN,Canada,Americas,Northern America,Persons convicted,2009,2
CAN,Canada,Americas,Northern America,Persons prosecuted,2009,8
CAN,Canada,Americas,Northern America,Detected trafficking victims,2010,47
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2010,23
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2010,17
CAN,Canada,Americas,Northern America,Persons convicted,2010,6
CAN,Canada,Americas,Northern America,Persons prosecuted,2010,19
CAN,Canada,Americas,Northern America,Detected trafficking victims,2011,115
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2011,60
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2011,34
CAN,Canada,Americas,Northern America,Persons convicted,2011,2
CAN,Canada,Americas,Northern America,Persons prosecuted,2011,10
CAN,Canada,Americas,Northern America,Detected trafficking victims,2012,55
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2012,37
CAN,Canada,Americas,Northern America,Persons convicted,2012,16
CAN,Canada,Americas,Northern America,Persons prosecuted,2012,48
CAN,Canada,Americas,Northern America,Detected trafficking victims,2013,63
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2013,52
CAN,Canada,Americas,Northern America,Persons convicted,2013,15
CAN,Canada,Americas,Northern America,Persons prosecuted,2013,71
CAN,Canada,Americas,Northern America,Detected trafficking victims,2014,142
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2014,80
CAN,Canada,Americas,Northern America,Persons convicted,2014,9
CAN,Canada,Americas,Northern America,Persons prosecuted,2014,117
CAN,Canada,Americas,Northern America,Detected trafficking victims,2015,237
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2015,43
CAN,Canada,Americas,Northern America,Persons convicted,2015,2
CAN,Canada,Americas,Northern America,Persons prosecuted,2015,68
CAN,Canada,Americas,Northern America,Detected trafficking victims,2016,231
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2016,340
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2016,248
CAN,Canada,Americas,Northern America,Persons convicted,2016,8
CAN,Canada,Americas,Northern America,Persons prosecuted,2016,113
CAN,Canada,Americas,Northern America,Detected trafficking victims,2017,268
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2017,371
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2017,303
CAN,Canada,Americas,Northern America,Persons convicted,2017,25
CAN,Canada,Americas,Northern America,Detected trafficking victims,2018,238
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2018,355
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2018,265
CAN,Canada,Americas,Northern America,Persons convicted,2018,23
CAN,Canada,Americas,Northern America,Detected trafficking victims,2019,382
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2019,546
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2019,286
CAN,Canada,Americas,Northern America,Detected trafficking victims,2020,375
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2020,553
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2020,267
CAN,Canada,Americas,Northern America,Detected trafficking victims,2021,343
CAN,Canada,Americas,Northern America,Offences of trafficking in persons,2021,552
CAN,Canada,Americas,Northern America,Persons brought into formal contact,2021,251
CHE,Switzerland,Europe,Western Europe,Persons convicted,2003,7
CHE,Switzerland,Europe,Western Europe,Persons convicted,2004,2
CHE,Switzerland,Europe,Western Europe,Persons convicted,2005,12
CHE,Switzerland,Europe,Western Europe,Persons convicted,2007,8
CHE,Switzerland,Europe,Western Europe,Persons convicted,2008,8
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2009,33
CHE,Switzerland,Europe,Western Europe,Persons convicted,2009,9
CHE,Switzerland,Europe,Western Europe,Persons prosecuted,2009,53
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2010,46
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2010,52
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2010,56
CHE,Switzerland,Europe,Western Europe,Persons convicted,2010,5
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2011,36
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2011,45
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2011,50
CHE,Switzerland,Europe,Western Europe,Persons convicted,2011,5
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2012,60
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2012,78
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2012,71
CHE,Switzerland,Europe,Western Europe,Persons convicted,2012,12
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2013,42
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2013,76
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2013,51
CHE,Switzerland,Europe,Western Europe,Persons convicted,2013,13
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2014,35
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2014,41
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2014,46
CHE,Switzerland,Europe,Western Europe,Persons convicted,2014,15
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2015,47
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2015,58
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2015,50
CHE,Switzerland,Europe,Western Europe,Persons convicted,2015,19
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2016,90
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2016,125
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2016,97
CHE,Switzerland,Europe,Western Europe,Persons convicted,2016,10
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2017,108
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2017,125
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2017,53
CHE,Switzerland,Europe,Western Europe,Persons convicted,2017,6
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2018,64
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2018,85
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2018,53
CHE,Switzerland,Europe,Western Europe,Persons convicted,2018,2
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2019,83
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2019,99
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2019,59
CHE,Switzerland,Europe,Western Europe,Persons convicted,2019,10
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2020,53
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2020,67
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2020,61
CHE,Switzerland,Europe,Western Europe,Persons convicted,2020,8
CHE,Switzerland,Europe,Western Europe,Detected trafficking victims,2021,62
CHE,Switzerland,Europe,Western Europe,Offences of trafficking in persons,2021,71
CHE,Switzerland,Europe,Western Europe,Persons brought into formal contact,2021,64
CHE,Switzerland,Europe,Western Europe,Persons convicted,2021,13
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2007,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2007,7
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2008,147
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2008,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2008,45
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2009,11
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2010,17
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2010,11
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2010,24
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2010,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2010,14
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2011,131
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2011,30
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2011,66
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2011,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2011,28
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2012,7
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2012,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2012,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2012,2
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2013,79
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2013,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2013,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2013,14
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2014,7
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2014,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2014,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2014,9
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2015,7
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2015,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2015,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2015,9
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2016,13
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2016,6
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2016,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2016,14
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2017,6
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2017,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2017,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2017,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2017,2
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2018,16
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2018,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2018,7
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2018,5
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2018,7
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2019,37
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2019,6
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2019,18
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2019,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2019,18
CHL,Chile,Americas,Latin America and the Caribbean,Detected trafficking victims,2020,18
CHL,Chile,Americas,Latin America and the Caribbean,Offences of trafficking in persons,2020,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons brought into formal contact,2020,6
CHL,Chile,Americas,Latin America and the Caribbean,Persons convicted,2020,2
CHL,Chile,Americas,Latin America and the Caribbean,Persons prosecuted,2020,6
CHN,China,Asia,Eastern Asia,Persons convicted,2008,2161
CHN,China,Asia,Eastern Asia,Persons prosecuted,2008,1353
CHN,China,Asia,Eastern Asia,Persons convicted,2009,2413
CHN,China,Asia,Eastern Asia,Persons prosecuted,2009,1636
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2010,6166
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2011,6115
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2012,2396
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2014,13
CHN,China,Asia,Eastern Asia,Persons brought into formal contact,2014,5
CHN,China,Asia,Eastern Asia,Persons convicted,2014,6
CHN,China,Asia,Eastern Asia,Persons prosecuted,2014,5
CHN,China,Asia,Eastern Asia,Detected trafficking victims,2017,1127
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2017,1127
CHN,China,Asia,Eastern Asia,Persons convicted,2017,1884
CHN,China,Asia,Eastern Asia,Detected trafficking victims,2018,1194
CHN,China,Asia,Eastern Asia,Offences of trafficking in persons,2018,1194
CHN,China,Asia,Eastern Asia,Persons convicted,2018,2400
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2008,70
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2014,15
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2014,14
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons brought into formal contact,2014,18
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons convicted,2014,2
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons prosecuted,2014,18
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2015,10
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2015,17
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons brought into formal contact,2015,27
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons convicted,2015,16
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons prosecuted,2015,27
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2016,16
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2016,12
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons brought into formal contact,2016,11
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons convicted,2016,2
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons prosecuted,2016,11
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,8
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,13
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons brought into formal contact,2017,10
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons convicted,2017,5
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons prosecuted,2017,10
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Detected trafficking victims,2018,172
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2018,5
CIV,Côte d’Ivoire,Africa,Sub-Saharan Africa,Persons prosecuted,2018,220
CMR,Cameroon,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2012,5
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons convicted,2012,2
CMR,Cameroon,Africa,Sub-Saharan Africa,Detected trafficking victims,2013,11
CMR,Cameroon,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2013,13
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons brought into formal contact,2013,8
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons convicted,2013,2
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons prosecuted,2013,8
CMR,Cameroon,Africa,Sub-Saharan Africa,Detected trafficking victims,2016,67
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons brought into formal contact,2016,57
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons convicted,2016,5
CMR,Cameroon,Africa,Sub-Saharan Africa,Detected trafficking victims,2017,22
CMR,Cameroon,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2017,106
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons brought into formal contact,2017,110
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons convicted,2017,7
CMR,Cameroon,Africa,Sub-Saharan Africa,Persons prosecuted,2017,15
COD,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Detected trafficking victims,2019,6
COD,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Offences of trafficking in persons,2019,5
COD,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Persons brought into formal contact,2019,5
COD,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Persons convicted,2019,2
COD,Democratic Republic of the Congo,Africa,Sub-Saharan Africa,Persons prosecuted,2019,2
COG,Congo,Africa,Sub-Saharan Africa,Detected trafficking victims,2010,16
COG,Congo,Africa,Sub-Saharan Africa,Detected trafficking victims,2011,57
COK,Cook Islands,Oceania,Polynesia,Detected trafficking victims,2017,2
